,0
2019-09-17 04:00:00,291.89844344342555
2019-09-17 05:00:00,291.8950467215224
2019-09-17 06:00:00,316.7764842361459
2019-09-17 07:00:00,435.9096847838739
2019-09-17 08:00:00,559.6941084990342
2019-09-17 09:00:00,654.371358129556
2019-09-17 10:00:00,682.8970493060251
2019-09-17 11:00:00,665.3188001790292
2019-09-17 12:00:00,607.4476517173911
2019-09-17 13:00:00,643.6273509260658
2019-09-17 14:00:00,655.5472747292526
2019-09-17 15:00:00,645.9566981087366
2019-09-17 16:00:00,632.4636265669703
2019-09-17 17:00:00,562.4765946099578
2019-09-17 18:00:00,547.7857847848747
2019-09-17 19:00:00,560.0266541817422
2019-09-17 20:00:00,571.2777412762499
2019-09-17 21:00:00,581.4672870495037
2019-09-17 22:00:00,573.2182871439885
2019-09-17 23:00:00,511.07914490253233
2019-09-18 00:00:00,415.87251415254883
2019-09-18 01:00:00,375.0736717184249
2019-09-18 02:00:00,342.6116018729665
2019-09-18 03:00:00,332.7421532483053
2019-09-18 04:00:00,315.7528666690332
2019-09-18 05:00:00,307.2181658427433
2019-09-18 06:00:00,336.04366579821357
2019-09-18 07:00:00,433.80357724469286
2019-09-18 08:00:00,559.5738644327768
2019-09-18 09:00:00,628.8958105470359
2019-09-18 10:00:00,649.7986694409641
2019-09-18 11:00:00,664.0761999720706
2019-09-18 12:00:00,634.4965655315834
2019-09-18 13:00:00,663.3321349730263
2019-09-18 14:00:00,672.0612984723737
2019-09-18 15:00:00,661.0613539183087
2019-09-18 16:00:00,636.5361430103629
2019-09-18 17:00:00,609.3127510608047
2019-09-18 18:00:00,577.2517346843383
2019-09-18 19:00:00,565.0602754887052
2019-09-18 20:00:00,576.8861237968684
2019-09-18 21:00:00,612.1437498535289
2019-09-18 22:00:00,587.6809103406061
2019-09-18 23:00:00,522.759124195575
2019-09-19 00:00:00,437.9894757664763
2019-09-19 01:00:00,401.42297090396676
2019-09-19 02:00:00,364.04598677474394
2019-09-19 03:00:00,341.50384579747333
2019-09-19 04:00:00,307.56234525109613
2019-09-19 05:00:00,291.10998735886307
2019-09-19 06:00:00,313.1748601104772
2019-09-19 07:00:00,403.2788610887707
2019-09-19 08:00:00,542.7353138211093
2019-09-19 09:00:00,604.1081083387296
2019-09-19 10:00:00,637.2141741593762
2019-09-19 11:00:00,644.1649370490778
2019-09-19 12:00:00,580.6433788853226
2019-09-19 13:00:00,623.265995665136
2019-09-19 14:00:00,622.2070903742126
2019-09-19 15:00:00,630.1530094395837
2019-09-19 16:00:00,611.161751886629
2019-09-19 17:00:00,557.1111728329984
2019-09-19 18:00:00,528.1815995778992
2019-09-19 19:00:00,550.974776551466
2019-09-19 20:00:00,547.0358607387195
2019-09-19 21:00:00,576.2860163371569
2019-09-19 22:00:00,579.7313305370636
2019-09-19 23:00:00,533.1073655263002
2019-09-20 00:00:00,396.49951114046956
2019-09-20 01:00:00,375.28826887412663
2019-09-20 02:00:00,352.00698383349084
2019-09-20 03:00:00,330.38135439749004
2019-09-20 04:00:00,318.40204081527537
2019-09-20 05:00:00,308.94136441084123
2019-09-20 06:00:00,317.0133863799115
2019-09-20 07:00:00,414.57977843149894
2019-09-20 08:00:00,534.5074431655257
2019-09-20 09:00:00,577.2824063255281
2019-09-20 10:00:00,596.5531014907305
2019-09-20 11:00:00,590.1284196400597
2019-09-20 12:00:00,535.2984159953929
2019-09-20 13:00:00,574.5081864309477
2019-09-20 14:00:00,587.886374333333
2019-09-20 15:00:00,585.6207639029437
2019-09-20 16:00:00,555.0547932558909
2019-09-20 17:00:00,506.60357011585523
2019-09-20 18:00:00,453.42893872727666
2019-09-20 19:00:00,447.7674878606596
2019-09-20 20:00:00,424.6492213007653
2019-09-20 21:00:00,444.7234232310422
2019-09-20 22:00:00,446.5000334641154
2019-09-20 23:00:00,398.5414018511514
2019-09-21 00:00:00,324.42365993296403
2019-09-21 01:00:00,309.3011007206779
2019-09-21 02:00:00,281.27492057868596
2019-09-21 03:00:00,268.7903874668618
2019-09-21 04:00:00,252.02063650096662
2019-09-21 05:00:00,230.75960799006856
2019-09-21 06:00:00,201.56546873348998
2019-09-21 07:00:00,199.22935951987182
2019-09-21 08:00:00,222.75737373646857
2019-09-21 09:00:00,248.3135753523684
2019-09-21 10:00:00,243.58160809954725
2019-09-21 11:00:00,242.66316094175886
2019-09-21 12:00:00,241.49790808915594
2019-09-21 13:00:00,241.84838782879226
2019-09-21 14:00:00,238.62602939935104
2019-09-21 15:00:00,231.58373809653574
2019-09-21 16:00:00,220.3265851033452
2019-09-21 17:00:00,225.5155429867474
2019-09-21 18:00:00,216.90365640841065
2019-09-21 19:00:00,211.16460733483834
2019-09-21 20:00:00,226.3721285081698
2019-09-21 21:00:00,227.06176056246602
2019-09-21 22:00:00,225.54711452598625
2019-09-21 23:00:00,219.96829313661664
2019-09-22 00:00:00,214.0700232514089
2019-09-22 01:00:00,214.23371420436845
2019-09-22 02:00:00,222.50577835993562
2019-09-22 03:00:00,225.54461827380726
2019-09-22 04:00:00,225.61690247136156
2019-09-22 05:00:00,206.99589301478412
2019-09-22 06:00:00,193.24011280974966
2019-09-22 07:00:00,190.7510759600205
2019-09-22 08:00:00,216.05536278348558
2019-09-22 09:00:00,237.58204455538566
2019-09-22 10:00:00,237.5370043701451
2019-09-22 11:00:00,240.81593247585047
2019-09-22 12:00:00,227.32561434274814
2019-09-22 13:00:00,231.1409735866201
2019-09-22 14:00:00,235.75332250811397
2019-09-22 15:00:00,237.21688399070808
2019-09-22 16:00:00,216.54746834516342
2019-09-22 17:00:00,209.9816902077667
2019-09-22 18:00:00,207.0135770154517
2019-09-22 19:00:00,208.40825523806066
2019-09-22 20:00:00,226.41375618876293
2019-09-22 21:00:00,247.6000502553009
2019-09-22 22:00:00,253.6653801022593
2019-09-22 23:00:00,255.84340917543747
